    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean gene diversity (expected heterozygosity), SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);det-r;stoch-r;SE(r);SD(r);N-extant;SE(N-extant);SD(N-extant);N-all;SE(N-all);SD(N-all);GeneDiv;SE(GD);SD(GD);Inbreed;SE(Inbr);SD(Inbr);nAlleles;SE(nAlleles);SD(nAlleles);nLethals;SE(nLethals);SD(nLethals);TE;SE(TE);SD(TE);medianTE
83; 0.8980; 0.0096; 0.0000; 0.0000; 0.5063;      0;      0;      0; 71.39; 0.88; 26.39; 64.14; 1.04; 33.01; 0.7799; 0.0025; 0.0758; 0.1879; 0.0030; 0.0892; 8.00; 0.06; 1.87; 1.82; 0.02; 0.66; 13.52; 0.51; 5.17; 0
84; 0.8980; 0.0096; 0.0000; 0.0000; 0.5063;      0;      0;      0; 67.13; 0.91; 27.40; 60.30; 1.04; 32.93; 0.7788; 0.0026; 0.0773; 0.1887; 0.0030; 0.0912; 7.95; 0.06; 1.88; 1.82; 0.02; 0.66; 13.52; 0.51; 5.17; 0
85; 0.8890; 0.0099; 0.0090; 0.0030; 0.5063;      0;      0;      0; 68.90; 0.84; 24.92; 61.29; 1.01; 31.89; 0.7701; 0.0026; 0.0782; 0.1983; 0.0031; 0.0922; 7.65; 0.06; 1.76; 1.74; 0.02; 0.65; 14.21; 0.52; 5.47; 0
86; 0.8890; 0.0099; 0.0000; 0.0000; 0.5063; 0.0219; 0.0109; 0.3265; 68.90; 0.84; 24.92; 61.29; 1.01; 31.89; 0.7701; 0.0026; 0.0782; 0.1983; 0.0031; 0.0922; 7.65; 0.06; 1.76; 1.74; 0.02; 0.65; 14.21; 0.52; 5.47; 0
87; 0.8890; 0.0099; 0.0000; 0.0000; 0.5063;      0;      0;      0; 68.90; 0.84; 24.92; 61.29; 1.01; 31.89; 0.7701; 0.0026; 0.0782; 0.1983; 0.0031; 0.0922; 7.65; 0.06; 1.76; 1.74; 0.02; 0.65; 14.21; 0.52; 5.47; 0
88; 0.8890; 0.0099; 0.0000; 0.0000; 0.5063;      0;      0;      0; 64.63; 0.86; 25.76; 57.48; 1.00; 31.61; 0.7690; 0.0027; 0.0795; 0.1984; 0.0032; 0.0944; 7.61; 0.06; 1.75; 1.74; 0.02; 0.65; 14.21; 0.52; 5.47; 0
89; 0.8780; 0.0103; 0.0110; 0.0033; 0.5063;      0;      0;      0; 69.18; 0.87; 25.82; 60.77; 1.05; 33.09; 0.7593; 0.0029; 0.0863; 0.2085; 0.0034; 0.0995; 7.34; 0.06; 1.73; 1.65; 0.02; 0.64; 15.00; 0.52; 5.80; 0
90; 0.8780; 0.0103; 0.0000; 0.0000; 0.5063; 0.0524; 0.0105; 0.3121; 69.18; 0.87; 25.82; 60.77; 1.05; 33.09; 0.7593; 0.0029; 0.0863; 0.2085; 0.0034; 0.0995; 7.34; 0.06; 1.73; 1.65; 0.02; 0.64; 15.00; 0.52; 5.80; 0
91; 0.8780; 0.0103; 0.0000; 0.0000; 0.5063;      0;      0;      0; 69.18; 0.87; 25.82; 60.77; 1.05; 33.09; 0.7593; 0.0029; 0.0863; 0.2085; 0.0034; 0.0995; 7.34; 0.06; 1.73; 1.65; 0.02; 0.64; 15.00; 0.52; 5.80; 0
92; 0.8770; 0.0104; 0.0010; 0.0010; 0.5063;      0;      0;      0; 65.19; 0.90; 26.51; 57.20; 1.04; 32.74; 0.7585; 0.0029; 0.0863; 0.2096; 0.0034; 0.1005; 7.30; 0.06; 1.72; 1.65; 0.02; 0.63; 15.07; 0.52; 5.82; 0
93; 0.8630; 0.0109; 0.0140; 0.0037; 0.5063;      0;      0;      0; 68.29; 0.86; 25.19; 58.97; 1.05; 33.11; 0.7495; 0.0031; 0.0910; 0.2193; 0.0035; 0.1040; 7.01; 0.06; 1.72; 1.58; 0.02; 0.63; 15.98; 0.52; 6.14; 0
94; 0.8630; 0.0109; 0.0000; 0.0000; 0.5063; 0.0357; 0.0109; 0.3190; 68.29; 0.86; 25.19; 58.97; 1.05; 33.11; 0.7495; 0.0031; 0.0910; 0.2193; 0.0035; 0.1040; 7.01; 0.06; 1.72; 1.58; 0.02; 0.63; 15.98; 0.52; 6.14; 0
95; 0.8630; 0.0109; 0.0000; 0.0000; 0.5063;      0;      0;      0; 68.29; 0.86; 25.19; 58.97; 1.05; 33.11; 0.7495; 0.0031; 0.0910; 0.2193; 0.0035; 0.1040; 7.01; 0.06; 1.72; 1.58; 0.02; 0.63; 15.98; 0.52; 6.14; 0
96; 0.8630; 0.0109; 0.0000; 0.0000; 0.5063;      0;      0;      0; 64.12; 0.88; 25.89; 55.36; 1.03; 32.59; 0.7481; 0.0032; 0.0928; 0.2202; 0.0036; 0.1060; 6.97; 0.06; 1.72; 1.58; 0.02; 0.62; 15.98; 0.52; 6.14; 0
97; 0.8520; 0.0112; 0.0110; 0.0033; 0.5063;      0;      0;      0; 66.70; 0.83; 24.35; 56.84; 1.03; 32.63; 0.7394; 0.0033; 0.0967; 0.2304; 0.0038; 0.1103; 6.72; 0.06; 1.67; 1.51; 0.02; 0.62; 16.65; 0.52; 6.37; 0
98; 0.8520; 0.0112; 0.0000; 0.0000; 0.5063; 0.0292; 0.0107; 0.3134; 66.70; 0.83; 24.35; 56.84; 1.03; 32.63; 0.7394; 0.0033; 0.0967; 0.2304; 0.0038; 0.1103; 6.72; 0.06; 1.67; 1.51; 0.02; 0.62; 16.65; 0.52; 6.37; 0
99; 0.8520; 0.0112; 0.0000; 0.0000; 0.5063;      0;      0;      0; 66.70; 0.83; 24.35; 56.84; 1.03; 32.63; 0.7394; 0.0033; 0.0967; 0.2304; 0.0038; 0.1103; 6.72; 0.06; 1.67; 1.51; 0.02; 0.62; 16.65; 0.52; 6.37; 0
100; 0.8520; 0.0112; 0.0000; 0.0000; 0.5063;      0;      0;      0; 62.38; 0.85; 24.85; 53.16; 1.01; 31.87; 0.7383; 0.0033; 0.0973; 0.2315; 0.0039; 0.1124; 6.67; 0.06; 1.66; 1.51; 0.02; 0.62; 16.65; 0.52; 6.37; 0
101; 0.8410; 0.0116; 0.0110; 0.0033; 0.5063;      0;      0;      0; 66.90; 0.86; 24.94; 56.29; 1.06; 33.45; 0.7303; 0.0035; 0.1003; 0.2408; 0.0040; 0.1151; 6.47; 0.06; 1.61; 1.43; 0.02; 0.60; 17.30; 0.52; 6.59; 0
102; 0.8410; 0.0116; 0.0000; 0.0000; 0.5063; 0.0558; 0.0101; 0.2925; 66.90; 0.86; 24.94; 56.29; 1.06; 33.45; 0.7303; 0.0035; 0.1003; 0.2408; 0.0040; 0.1151; 6.47; 0.06; 1.61; 1.43; 0.02; 0.60; 17.30; 0.52; 6.59; 0
103; 0.8410; 0.0116; 0.0000; 0.0000; 0.5063;      0;      0;      0; 66.90; 0.86; 24.94; 56.29; 1.06; 33.45; 0.7303; 0.0035; 0.1003; 0.2408; 0.0040; 0.1151; 6.47; 0.06; 1.61; 1.43; 0.02; 0.60; 17.30; 0.52; 6.59; 0
104; 0.8410; 0.0116; 0.0000; 0.0000; 0.5063;      0;      0;      0; 62.66; 0.88; 25.49; 52.73; 1.03; 32.70; 0.7294; 0.0035; 0.1014; 0.2407; 0.0040; 0.1171; 6.44; 0.06; 1.60; 1.43; 0.02; 0.60; 17.30; 0.52; 6.59; 0
105; 0.8260; 0.0120; 0.0150; 0.0038; 0.5063;      0;      0;      0; 66.45; 0.88; 25.28; 54.91; 1.08; 34.06; 0.7196; 0.0038; 0.1084; 0.2531; 0.0043; 0.1229; 6.26; 0.06; 1.61; 1.36; 0.02; 0.59; 18.13; 0.52; 6.86; 0
106; 0.8260; 0.0120; 0.0000; 0.0000; 0.5063; 0.0416; 0.0103; 0.2957; 66.45; 0.88; 25.28; 54.91; 1.08; 34.06; 0.7196; 0.0038; 0.1084; 0.2531; 0.0043; 0.1229; 6.26; 0.06; 1.61; 1.36; 0.02; 0.59; 18.13; 0.52; 6.86; 0
107; 0.8260; 0.0120; 0.0000; 0.0000; 0.5063;      0;      0;      0; 66.45; 0.88; 25.28; 54.91; 1.08; 34.06; 0.7196; 0.0038; 0.1084; 0.2531; 0.0043; 0.1229; 6.26; 0.06; 1.61; 1.36; 0.02; 0.59; 18.13; 0.52; 6.86; 0
108; 0.8260; 0.0120; 0.0000; 0.0000; 0.5063;      0;      0;      0; 62.23; 0.90; 25.98; 51.43; 1.05; 33.34; 0.7191; 0.0038; 0.1086; 0.2531; 0.0043; 0.1245; 6.23; 0.06; 1.60; 1.36; 0.02; 0.59; 18.13; 0.52; 6.86; 0
109; 0.8170; 0.0122; 0.0090; 0.0030; 0.5063;      0;      0;      0; 64.71; 0.87; 24.87; 52.91; 1.06; 33.58; 0.7096; 0.0039; 0.1109; 0.2622; 0.0044; 0.1259; 5.99; 0.06; 1.57; 1.30; 0.02; 0.59; 18.62; 0.52; 7.03; 0
110; 0.8170; 0.0122; 0.0000; 0.0000; 0.5063; 0.0286; 0.0108; 0.3082; 64.71; 0.87; 24.87; 52.91; 1.06; 33.58; 0.7096; 0.0039; 0.1109; 0.2622; 0.0044; 0.1259; 5.99; 0.06; 1.57; 1.30; 0.02; 0.59; 18.62; 0.52; 7.03; 0
111; 0.8170; 0.0122; 0.0000; 0.0000; 0.5063;      0;      0;      0; 64.71; 0.87; 24.87; 52.91; 1.06; 33.58; 0.7096; 0.0039; 0.1109; 0.2622; 0.0044; 0.1259; 5.99; 0.06; 1.57; 1.30; 0.02; 0.59; 18.62; 0.52; 7.03; 0
112; 0.8170; 0.0122; 0.0000; 0.0000; 0.5063;      0;      0;      0; 60.58; 0.88; 25.28; 49.53; 1.03; 32.68; 0.7096; 0.0039; 0.1112; 0.2619; 0.0045; 0.1276; 5.95; 0.05; 1.56; 1.30; 0.02; 0.59; 18.62; 0.52; 7.03; 0
113; 0.8040; 0.0126; 0.0130; 0.0036; 0.5063;      0;      0;      0; 65.12; 0.90; 25.63; 52.39; 1.09; 34.55; 0.6995; 0.0040; 0.1136; 0.2692; 0.0045; 0.1290; 5.77; 0.05; 1.56; 1.23; 0.02; 0.58; 19.31; 0.52; 7.26; 0
114; 0.8040; 0.0126; 0.0000; 0.0000; 0.5063; 0.0532; 0.0104; 0.2953; 65.12; 0.90; 25.63; 52.39; 1.09; 34.55; 0.6995; 0.0040; 0.1136; 0.2692; 0.0045; 0.1290; 5.77; 0.05; 1.56; 1.23; 0.02; 0.58; 19.31; 0.52; 7.26; 0
115; 0.8040; 0.0126; 0.0000; 0.0000; 0.5063;      0;      0;      0; 65.12; 0.90; 25.63; 52.39; 1.09; 34.55; 0.6995; 0.0040; 0.1136; 0.2692; 0.0045; 0.1290; 5.77; 0.05; 1.56; 1.23; 0.02; 0.58; 19.31; 0.52; 7.26; 0
116; 0.8040; 0.0126; 0.0000; 0.0000; 0.5063;      0;      0;      0; 61.13; 0.92; 26.06; 49.18; 1.06; 33.65; 0.6988; 0.0040; 0.1135; 0.2699; 0.0046; 0.1300; 5.74; 0.05; 1.55; 1.23; 0.02; 0.58; 19.31; 0.52; 7.26; 0
117; 0.7980; 0.0127; 0.0060; 0.0024; 0.5063;      0;      0;      0; 63.46; 0.90; 25.44; 50.65; 1.08; 34.13; 0.6897; 0.0042; 0.1185; 0.2778; 0.0047; 0.1325; 5.54; 0.05; 1.51; 1.18; 0.02; 0.57; 19.62; 0.52; 7.38; 0
118; 0.7980; 0.0127; 0.0000; 0.0000; 0.5063; 0.0286; 0.0107; 0.3026; 63.46; 0.90; 25.44; 50.65; 1.08; 34.13; 0.6897; 0.0042; 0.1185; 0.2778; 0.0047; 0.1325; 5.54; 0.05; 1.51; 1.18; 0.02; 0.57; 19.62; 0.52; 7.38; 0
119; 0.7980; 0.0127; 0.0000; 0.0000; 0.5063;      0;      0;      0; 63.46; 0.90; 25.44; 50.65; 1.08; 34.13; 0.6897; 0.0042; 0.1185; 0.2778; 0.0047; 0.1325; 5.54; 0.05; 1.51; 1.18; 0.02; 0.57; 19.62; 0.52; 7.38; 0
120; 0.7980; 0.0127; 0.0000; 0.0000; 0.5063;      0;      0;      0; 59.36; 0.91; 25.66; 47.38; 1.05; 33.06; 0.6888; 0.0042; 0.1192; 0.2788; 0.0047; 0.1333; 5.52; 0.05; 1.50; 1.17; 0.02; 0.57; 19.62; 0.52; 7.38; 0
121; 0.7890; 0.0129; 0.0090; 0.0030; 0.5063;      0;      0;      0; 63.41; 0.90; 25.14; 50.04; 1.08; 34.17; 0.6781; 0.0044; 0.1248; 0.2915; 0.0049; 0.1378; 5.35; 0.05; 1.48; 1.12; 0.02; 0.56; 20.11; 0.52; 7.58; 0
122; 0.7890; 0.0129; 0.0000; 0.0000; 0.5063; 0.0559; 0.0106; 0.2988; 63.41; 0.90; 25.14; 50.04; 1.08; 34.17; 0.6781; 0.0044; 0.1248; 0.2915; 0.0049; 0.1378; 5.35; 0.05; 1.48; 1.12; 0.02; 0.56; 20.11; 0.52; 7.58; 0
123; 0.7890; 0.0129; 0.0000; 0.0000; 0.5063;      0;      0;      0; 63.41; 0.90; 25.14; 50.04; 1.08; 34.17; 0.6781; 0.0044; 0.1248; 0.2915; 0.0049; 0.1378; 5.35; 0.05; 1.48; 1.12; 0.02; 0.56; 20.11; 0.52; 7.58; 0
124; 0.7870; 0.0129; 0.0020; 0.0014; 0.5063;      0;      0;      0; 59.48; 0.90; 25.21; 46.82; 1.05; 33.05; 0.6776; 0.0044; 0.1243; 0.2909; 0.0050; 0.1394; 5.34; 0.05; 1.47; 1.11; 0.02; 0.55; 20.21; 0.52; 7.62; 0
125; 0.7760; 0.0132; 0.0110; 0.0033; 0.5063;      0;      0;      0; 62.31; 0.88; 24.42; 48.38; 1.07; 33.71; 0.6693; 0.0046; 0.1285; 0.3013; 0.0051; 0.1424; 5.19; 0.05; 1.44; 1.06; 0.02; 0.55; 20.79; 0.52; 7.86; 0
126; 0.7760; 0.0132; 0.0000; 0.0000; 0.5063; 0.0284; 0.0104; 0.2889; 62.31; 0.88; 24.42; 48.38; 1.07; 33.71; 0.6693; 0.0046; 0.1285; 0.3013; 0.0051; 0.1424; 5.19; 0.05; 1.44; 1.06; 0.02; 0.55; 20.79; 0.52; 7.86; 0
127; 0.7760; 0.0132; 0.0000; 0.0000; 0.5063;      0;      0;      0; 62.31; 0.88; 24.42; 48.38; 1.07; 33.71; 0.6693; 0.0046; 0.1285; 0.3013; 0.0051; 0.1424; 5.19; 0.05; 1.44; 1.06; 0.02; 0.55; 20.79; 0.52; 7.86; 0
128; 0.7750; 0.0132; 0.0010; 0.0010; 0.5063;      0;      0;      0; 58.29; 0.89; 24.75; 45.20; 1.03; 32.65; 0.6688; 0.0046; 0.1289; 0.3022; 0.0052; 0.1439; 5.18; 0.05; 1.44; 1.06; 0.02; 0.55; 20.84; 0.52; 7.87; 0
129; 0.7640; 0.0134; 0.0110; 0.0033; 0.5063;      0;      0;      0; 61.41; 0.89; 24.57; 46.94; 1.07; 33.76; 0.6596; 0.0048; 0.1325; 0.3115; 0.0054; 0.1494; 5.04; 0.05; 1.42; 1.01; 0.02; 0.54; 21.41; 0.53; 8.10; 0
130; 0.7640; 0.0134; 0.0000; 0.0000; 0.5063; 0.0353; 0.0102; 0.2828; 61.41; 0.89; 24.57; 46.94; 1.07; 33.76; 0.6596; 0.0048; 0.1325; 0.3115; 0.0054; 0.1494; 5.04; 0.05; 1.42; 1.01; 0.02; 0.54; 21.41; 0.53; 8.10; 0
131; 0.7640; 0.0134; 0.0000; 0.0000; 0.5063;      0;      0;      0; 61.41; 0.89; 24.57; 46.94; 1.07; 33.76; 0.6596; 0.0048; 0.1325; 0.3115; 0.0054; 0.1494; 5.04; 0.05; 1.42; 1.01; 0.02; 0.54; 21.41; 0.53; 8.10; 0
132; 0.7640; 0.0134; 0.0000; 0.0000; 0.5063;      0;      0;      0; 57.39; 0.90; 24.82; 43.87; 1.03; 32.60; 0.6592; 0.0048; 0.1326; 0.3110; 0.0055; 0.1512; 5.02; 0.05; 1.42; 1.01; 0.02; 0.54; 21.41; 0.53; 8.10; 0
133; 0.7560; 0.0136; 0.0080; 0.0028; 0.5063;      0;      0;      0; 61.46; 0.93; 25.56; 46.48; 1.09; 34.49; 0.6494; 0.0050; 0.1372; 0.3203; 0.0056; 0.1552; 4.87; 0.05; 1.42; 0.96; 0.02; 0.53; 21.82; 0.53; 8.28; 0
134; 0.7560; 0.0136; 0.0000; 0.0000; 0.5063; 0.0508; 0.0111; 0.3058; 61.46; 0.93; 25.56; 46.48; 1.09; 34.49; 0.6494; 0.0050; 0.1372; 0.3203; 0.0056; 0.1552; 4.87; 0.05; 1.42; 0.96; 0.02; 0.53; 21.82; 0.53; 8.28; 0
135; 0.7560; 0.0136; 0.0000; 0.0000; 0.5063;      0;      0;      0; 61.46; 0.93; 25.56; 46.48; 1.09; 34.49; 0.6494; 0.0050; 0.1372; 0.3203; 0.0056; 0.1552; 4.87; 0.05; 1.42; 0.96; 0.02; 0.53; 21.82; 0.53; 8.28; 0
136; 0.7560; 0.0136; 0.0000; 0.0000; 0.5063;      0;      0;      0; 57.59; 0.94; 25.73; 43.55; 1.05; 33.34; 0.6482; 0.0050; 0.1382; 0.3216; 0.0057; 0.1565; 4.85; 0.05; 1.42; 0.96; 0.02; 0.53; 21.82; 0.53; 8.28; 0
137; 0.7450; 0.0138; 0.0110; 0.0033; 0.5063;      0;      0;      0; 59.83; 0.95; 25.98; 44.59; 1.09; 34.39; 0.6372; 0.0052; 0.1428; 0.3336; 0.0058; 0.1582; 4.72; 0.05; 1.40; 0.90; 0.02; 0.51; 22.39; 0.53; 8.53; 0
138; 0.7450; 0.0138; 0.0000; 0.0000; 0.5063; 0.0118; 0.0108; 0.2939; 59.83; 0.95; 25.98; 44.59; 1.09; 34.39; 0.6372; 0.0052; 0.1428; 0.3336; 0.0058; 0.1582; 4.72; 0.05; 1.40; 0.90; 0.02; 0.51; 22.39; 0.53; 8.53; 0
139; 0.7450; 0.0138; 0.0000; 0.0000; 0.5063;      0;      0;      0; 59.83; 0.95; 25.98; 44.59; 1.09; 34.39; 0.6372; 0.0052; 0.1428; 0.3336; 0.0058; 0.1582; 4.72; 0.05; 1.40; 0.90; 0.02; 0.51; 22.39; 0.53; 8.53; 0
140; 0.7450; 0.0138; 0.0000; 0.0000; 0.5063;      0;      0;      0; 55.94; 0.96; 26.15; 41.69; 1.05; 33.22; 0.6365; 0.0052; 0.1422; 0.3315; 0.0058; 0.1589; 4.70; 0.05; 1.40; 0.90; 0.02; 0.52; 22.39; 0.53; 8.53; 0
141; 0.7340; 0.0140; 0.0110; 0.0033; 0.5063;      0;      0;      0; 59.38; 0.95; 25.81; 43.62; 1.08; 34.28; 0.6255; 0.0054; 0.1456; 0.3430; 0.0060; 0.1627; 4.56; 0.05; 1.37; 0.86; 0.02; 0.49; 22.95; 0.54; 8.78; 0
142; 0.7340; 0.0140; 0.0000; 0.0000; 0.5063; 0.0462; 0.0106; 0.2860; 59.38; 0.95; 25.81; 43.62; 1.08; 34.28; 0.6255; 0.0054; 0.1456; 0.3430; 0.0060; 0.1627; 4.56; 0.05; 1.37; 0.86; 0.02; 0.49; 22.95; 0.54; 8.78; 0
143; 0.7340; 0.0140; 0.0000; 0.0000; 0.5063;      0;      0;      0; 59.38; 0.95; 25.81; 43.62; 1.08; 34.28; 0.6255; 0.0054; 0.1456; 0.3430; 0.0060; 0.1627; 4.56; 0.05; 1.37; 0.86; 0.02; 0.49; 22.95; 0.54; 8.78; 0
144; 0.7330; 0.0140; 0.0010; 0.0010; 0.5063;      0;      0;      0; 55.67; 0.95; 25.79; 40.84; 1.05; 33.05; 0.6245; 0.0054; 0.1459; 0.3433; 0.0060; 0.1636; 4.55; 0.05; 1.37; 0.86; 0.02; 0.49; 23.00; 0.54; 8.80; 0
145; 0.7200; 0.0142; 0.0130; 0.0036; 0.5063;      0;      0;      0; 59.07; 0.92; 24.78; 42.57; 1.07; 33.81; 0.6161; 0.0056; 0.1504; 0.3530; 0.0062; 0.1654; 4.45; 0.05; 1.34; 0.81; 0.02; 0.48; 23.65; 0.54; 9.09; 0
146; 0.7200; 0.0142; 0.0000; 0.0000; 0.5063; 0.0397; 0.0101; 0.2698; 59.07; 0.92; 24.78; 42.57; 1.07; 33.81; 0.6161; 0.0056; 0.1504; 0.3530; 0.0062; 0.1654; 4.45; 0.05; 1.34; 0.81; 0.02; 0.48; 23.65; 0.54; 9.09; 0
147; 0.7200; 0.0142; 0.0000; 0.0000; 0.5063;      0;      0;      0; 59.07; 0.92; 24.78; 42.57; 1.07; 33.81; 0.6161; 0.0056; 0.1504; 0.3530; 0.0062; 0.1654; 4.45; 0.05; 1.34; 0.81; 0.02; 0.48; 23.65; 0.54; 9.09; 0
148; 0.7170; 0.0142; 0.0030; 0.0017; 0.5063;      0;      0;      0; 55.51; 0.92; 24.55; 39.84; 1.03; 32.48; 0.6173; 0.0055; 0.1471; 0.3519; 0.0061; 0.1633; 4.45; 0.05; 1.33; 0.81; 0.02; 0.47; 23.79; 0.54; 9.14; 0
149; 0.7040; 0.0144; 0.0130; 0.0036; 0.5063;      0;      0;      0; 59.17; 0.95; 25.15; 41.70; 1.08; 34.24; 0.6089; 0.0057; 0.1524; 0.3636; 0.0064; 0.1691; 4.36; 0.05; 1.29; 0.77; 0.02; 0.46; 24.42; 0.55; 9.40; 0
150; 0.7040; 0.0144; 0.0000; 0.0000; 0.5063; 0.0395; 0.0104; 0.2771; 59.17; 0.95; 25.15; 41.70; 1.08; 34.24; 0.6089; 0.0057; 0.1524; 0.3636; 0.0064; 0.1691; 4.36; 0.05; 1.29; 0.77; 0.02; 0.46; 24.42; 0.55; 9.40; 0
151; 0.7040; 0.0144; 0.0000; 0.0000; 0.5063;      0;      0;      0; 59.17; 0.95; 25.15; 41.70; 1.08; 34.24; 0.6089; 0.0057; 0.1524; 0.3636; 0.0064; 0.1691; 4.36; 0.05; 1.29; 0.77; 0.02; 0.46; 24.42; 0.55; 9.40; 0
152; 0.7040; 0.0144; 0.0000; 0.0000; 0.5063;      0;      0;      0; 55.44; 0.95; 25.30; 39.07; 1.04; 33.00; 0.6086; 0.0058; 0.1533; 0.3644; 0.0065; 0.1719; 4.35; 0.05; 1.29; 0.77; 0.02; 0.46; 24.42; 0.55; 9.40; 0
153; 0.6960; 0.0145; 0.0080; 0.0028; 0.5063;      0;      0;      0; 57.41; 0.94; 24.84; 39.98; 1.06; 33.56; 0.6003; 0.0059; 0.1547; 0.3721; 0.0065; 0.1716; 4.25; 0.05; 1.27; 0.72; 0.02; 0.45; 24.80; 0.55; 9.57; 0
154; 0.6960; 0.0145; 0.0000; 0.0000; 0.5063; 0.0181; 0.0106; 0.2800; 57.41; 0.94; 24.84; 39.98; 1.06; 33.56; 0.6003; 0.0059; 0.1547; 0.3721; 0.0065; 0.1716; 4.25; 0.05; 1.27; 0.72; 0.02; 0.45; 24.80; 0.55; 9.57; 0
155; 0.6960; 0.0145; 0.0000; 0.0000; 0.5063;      0;      0;      0; 57.41; 0.94; 24.84; 39.98; 1.06; 33.56; 0.6003; 0.0059; 0.1547; 0.3721; 0.0065; 0.1716; 4.25; 0.05; 1.27; 0.72; 0.02; 0.45; 24.80; 0.55; 9.57; 0
156; 0.6960; 0.0145; 0.0000; 0.0000; 0.5063;      0;      0;      0; 53.60; 0.94; 24.91; 37.32; 1.02; 32.23; 0.5997; 0.0059; 0.1548; 0.3717; 0.0065; 0.1726; 4.22; 0.05; 1.27; 0.72; 0.02; 0.45; 24.80; 0.55; 9.57; 0
157; 0.6850; 0.0147; 0.0110; 0.0033; 0.5063;      0;      0;      0; 56.04; 0.96; 25.00; 38.40; 1.05; 33.25; 0.5926; 0.0060; 0.1572; 0.3805; 0.0066; 0.1739; 4.13; 0.05; 1.27; 0.68; 0.02; 0.44; 25.33; 0.55; 9.81; 0
158; 0.6850; 0.0147; 0.0000; 0.0000; 0.5063; 0.0222; 0.0103; 0.2702; 56.04; 0.96; 25.00; 38.40; 1.05; 33.25; 0.5926; 0.0060; 0.1572; 0.3805; 0.0066; 0.1739; 4.13; 0.05; 1.27; 0.68; 0.02; 0.44; 25.33; 0.55; 9.81; 0
159; 0.6850; 0.0147; 0.0000; 0.0000; 0.5063;      0;      0;      0; 56.04; 0.96; 25.00; 38.40; 1.05; 33.25; 0.5926; 0.0060; 0.1572; 0.3805; 0.0066; 0.1739; 4.13; 0.05; 1.27; 0.68; 0.02; 0.44; 25.33; 0.55; 9.81; 0
160; 0.6850; 0.0147; 0.0000; 0.0000; 0.5063;      0;      0;      0; 52.22; 0.95; 24.88; 35.78; 1.01; 31.82; 0.5917; 0.0060; 0.1580; 0.3807; 0.0067; 0.1759; 4.12; 0.05; 1.27; 0.68; 0.02; 0.44; 25.33; 0.55; 9.81; 0
161; 0.6770; 0.0148; 0.0080; 0.0028; 0.5063;      0;      0;      0; 54.92; 0.99; 25.80; 37.20; 1.05; 33.31; 0.5817; 0.0062; 0.1618; 0.3885; 0.0069; 0.1796; 4.03; 0.05; 1.27; 0.64; 0.02; 0.43; 25.72; 0.56; 9.99; 0
162; 0.6770; 0.0148; 0.0000; 0.0000; 0.5063; 0.0202; 0.0109; 0.2828; 54.92; 0.99; 25.80; 37.20; 1.05; 33.31; 0.5817; 0.0062; 0.1618; 0.3885; 0.0069; 0.1796; 4.03; 0.05; 1.27; 0.64; 0.02; 0.43; 25.72; 0.56; 9.99; 0
163; 0.6770; 0.0148; 0.0000; 0.0000; 0.5063;      0;      0;      0; 54.92; 0.99; 25.80; 37.20; 1.05; 33.31; 0.5817; 0.0062; 0.1618; 0.3885; 0.0069; 0.1796; 4.03; 0.05; 1.27; 0.64; 0.02; 0.43; 25.72; 0.56; 9.99; 0
164; 0.6770; 0.0148; 0.0000; 0.0000; 0.5063;      0;      0;      0; 51.25; 0.99; 25.63; 34.71; 1.01; 31.92; 0.5810; 0.0062; 0.1625; 0.3888; 0.0070; 0.1822; 4.01; 0.05; 1.26; 0.64; 0.02; 0.43; 25.72; 0.56; 9.99; 0
165; 0.6600; 0.0150; 0.0170; 0.0041; 0.5063;      0;      0;      0; 54.33; 1.00; 25.75; 35.92; 1.05; 33.11; 0.5770; 0.0063; 0.1625; 0.3903; 0.0071; 0.1833; 3.94; 0.05; 1.24; 0.60; 0.02; 0.41; 26.53; 0.56; 10.36; 0
166; 0.6600; 0.0150; 0.0000; 0.0000; 0.5063; 0.0177; 0.0111; 0.2853; 54.33; 1.00; 25.75; 35.92; 1.05; 33.11; 0.5770; 0.0063; 0.1625; 0.3903; 0.0071; 0.1833; 3.94; 0.05; 1.24; 0.60; 0.02; 0.41; 26.53; 0.56; 10.36; 0
167; 0.6600; 0.0150; 0.0000; 0.0000; 0.5063;      0;      0;      0; 54.33; 1.00; 25.75; 35.92; 1.05; 33.11; 0.5770; 0.0063; 0.1625; 0.3903; 0.0071; 0.1833; 3.94; 0.05; 1.24; 0.60; 0.02; 0.41; 26.53; 0.56; 10.36; 0
168; 0.6580; 0.0150; 0.0020; 0.0014; 0.5063;      0;      0;      0; 50.76; 1.00; 25.55; 33.46; 1.00; 31.72; 0.5769; 0.0063; 0.1620; 0.3912; 0.0071; 0.1833; 3.93; 0.05; 1.23; 0.60; 0.02; 0.42; 26.62; 0.56; 10.40; 0
